scheduled_e2_time,scheduled_e4a_time,result,e4a_t,e4a_X_P,e4a_X_R,e4a_v_P,e4a_v_R,e4a_phi_P,e4a_phi_R,e4a_F^intra,e4a_F^inter,e4a_L^intra,e4a_L^inter,e4a_tauドットPR,e4a_tauPR,e4a_tauRB,e6_t,e6_X_P,e6_X_R,e6_v_P,e6_v_R,e6_phi_P,e6_phi_R,e6_F^intra,e6_F^inter,e6_L^intra,e6_L^inter,e6_tauドットPR,e6_tauPR,e6_tauRB
7.4,7.4,offered,7.399999999999979,65.76411206228954,80,11.463715834018466,5.3349593749999995,2.398110490723731,0,4.789866604206469,0,2.393326741907804,1,,,,9.633333333333391,90.8177572410392,90.96068859778165,9.271563499661214,5.177817567368542,3.2839821347201235,4.71238898038469,4.4433295589061546,0,2.264019063325284,0.9216464868106462,-0.5602211268794759,0.034904234003756814,3.6770919706030623
7.4,7.417,offered,7.433333333333312,66.14122075320739,80.17783197916663,11.32641708910337,5.3349593749999995,2.8930307719190127,0.4085379446605727,4.787253004414716,-0.05832931535751308,2.3951363637592333,1,-1.2095613138507932,2.342770640426665,5.589952223550601,9.633333333333391,90.8177572410392,90.96068859778165,9.271563499661214,5.177817567368542,3.2839821347201235,4.71238898038469,4.4433295589061546,0,2.264019063325284,0.9216464868106462,-0.5602211268794759,0.034904234003756814,3.6770919706030623
7.4,7.433,offered,7.433333333333312,66.14122075320739,80.17783197916663,11.32641708910337,5.3349593749999995,2.8930307719190127,0.4085379446605727,4.787253004414716,-0.05832931535751308,2.3951363637592333,1,-1.2095613138507932,2.342770640426665,5.589952223550601,9.633333333333391,90.8177572410392,90.96068859778165,9.271563499661214,5.177817567368542,3.2839821347201235,4.71238898038469,4.4433295589061546,0,2.264019063325284,0.9216464868106462,-0.5602211268794759,0.034904234003756814,3.6770919706030623
7.4,7.45,offered,7.449999999999979,66.32999437135913,80.26674796874994,11.33577103534938,5.3349593749999995,3.1406366372678267,0.612806916990859,4.7858485214860895,-0.05499895193541067,2.3961385515849356,1,-1.2175530854633276,2.322478089002276,5.573285556883938,9.633333333333391,90.8177572410392,90.96068859778165,9.271563499661214,5.177817567368542,3.2839821347201235,4.71238898038469,4.4433295589061546,0,2.264019063325284,0.9216464868106462,-0.5602211268794759,0.034904234003756814,3.6770919706030623
7.4,7.467,offered,7.483333333333312,66.70801638903555,80.44457994791657,11.355743507660355,5.3349593749999995,3.6361533136556474,1.0213448616514318,4.782844677727184,-0.04800967285060186,2.3983398568196477,1,-1.2321569668208987,2.2815240101975474,5.539952223550613,9.633333333333391,90.8177572410392,90.96068859778165,9.271563499661214,5.177817567368542,3.2839821347201235,4.71238898038469,4.4433295589061546,0,2.264019063325284,0.9216464868106462,-0.5602211268794759,0.034904234003756814,3.6770919706030623
7.4,7.483,offered,7.483333333333312,66.70801638903555,80.44457994791657,11.355743507660355,5.3349593749999995,3.6361533136556474,1.0213448616514318,4.782844677727184,-0.04800967285060186,2.3983398568196477,1,-1.2321569668208987,2.2815240101975474,5.539952223550613,9.633333333333391,90.8177572410392,90.96068859778165,9.271563499661214,5.177817567368542,3.2839821347201235,4.71238898038469,4.4433295589061546,0,2.264019063325284,0.9216464868106462,-0.5602211268794759,0.034904234003756814,3.6770919706030623
7.4,7.5,offered,7.499999999999979,66.89727878082988,80.53349593749988,11.366340288026187,5.3349593749999995,3.884068694776982,1.2256138339817182,4.781245491329203,-0.04436222214645037,2.3995398750848267,1,-1.2387532425038739,2.260878122822483,5.52328555688395,9.633333333333391,90.8177572410392,90.96068859778165,9.271563499661214,5.177817567368542,3.2839821347201235,4.71238898038469,4.4433295589061546,0,2.264019063325284,0.9216464868106462,-0.5602211268794759,0.034904234003756814,3.6770919706030623
7.4,7.517,offered,7.533333333333312,67.27633992769091,80.7113279166665,11.3886957212446,5.3349593749999995,4.380222717533821,1.634151778642291,4.7778529792240345,-0.03679245399786073,2.402140968386245,1,-1.2505019932692019,2.2192885881642184,5.489952223550624,9.633333333333391,90.8177572410392,90.96068859778165,9.271563499661214,5.177817567368542,3.2839821347201235,4.71238898038469,4.4433295589061546,0,2.264019063325284,0.9216464868106462,-0.5602211268794759,0.034904234003756814,3.6770919706030623
7.4,7.533,offered,7.533333333333312,67.27633992769091,80.7113279166665,11.3886957212446,5.3349593749999995,4.380222717533821,1.634151778642291,4.7778529792240345,-0.03679245399786073,2.402140968386245,1,-1.2505019932692019,2.2192885881642184,5.489952223550624,9.633333333333391,90.8177572410392,90.96068859778165,9.271563499661214,5.177817567368542,3.2839821347201235,4.71238898038469,4.4433295589061546,0,2.264019063325284,0.9216464868106462,-0.5602211268794759,0.034904234003756814,3.6770919706030623
7.4,7.55,offered,7.5499999999999785,67.46615152304497,80.80024390624982,11.400428737010424,5.3349593749999995,4.628464066138406,1.8384207509725774,4.776059792988233,-0.032883270321227946,2.4035430017266495,1,-1.2556444969579506,2.198361179881586,5.473285556883961,9.633333333333391,90.8177572410392,90.96068859778165,9.271563499661214,5.177817567368542,3.2839821347201235,4.71238898038469,4.4433295589061546,0,2.264019063325284,0.9216464868106462,-0.5602211268794759,0.034904234003756814,3.6770919706030623
